turkish;0.0000;0.0666;25.1664;15.1576;0.0444;43.2312;15.2241;1.1096;133.7751
turkish;0.0000;0.9500;24.5598;15.2919;0.9731;42.8869;15.1761;0.1622;130.2137
turkish;0.0000;0.1324;27.9148;13.6085;0.1203;44.0019;13.8491;0.3730;127.7659
turkish;0.0000;0.2950;25.7817;14.6018;0.3835;44.2183;14.3953;0.3245;130.9656
turkish;0.0000;0.3127;25.1499;15.0378;0.4170;43.4975;15.0899;0.4952;131.8296
turkish;0.0000;0.2895;24.1372;15.0746;0.2672;43.0862;15.1859;1.9595;139.0022
turkish;0.0000;0.3764;25.2550;14.5823;0.3643;44.6212;14.4488;0.3521;132.8049
turkish;0.0000;0.4595;23.9835;15.4376;0.4595;43.5102;15.5295;0.6203;132.6999
turkish;0.0000;0.3844;26.1582;14.6065;0.3439;43.4149;14.8897;0.2023;128.5714
turkish;0.0000;0.2178;24.4827;16.0096;0.1525;42.8665;16.0314;0.2396;131.3149
turkish;0.0000;0.0610;27.0528;14.3902;0.0407;43.8211;14.3699;0.2642;128.6632
turkish;0.0000;0.1885;26.5083;13.3673;0.1697;45.7579;13.7632;0.2451;131.7380
turkish;0.0000;0.7755;24.7347;15.4082;0.7959;42.9388;15.1429;0.2041;129.8092
turkish;0.0000;0.3257;25.9656;14.9604;0.5351;42.8571;15.0302;0.3257;127.3155
turkish;0.0000;0.3123;25.9201;14.3654;0.4238;44.1892;14.2985;0.4907;130.0174
turkish;0.0000;1.1514;25.3530;14.3167;1.1514;43.2978;14.5557;0.1738;131.0844
turkish;0.0000;0.3978;26.0740;13.9021;0.2387;44.4511;13.6635;1.2729;133.1457
turkish;0.0000;0.4000;25.4364;14.9091;0.8545;42.9455;15.1273;0.3273;128.6568
turkish;0.0000;0.1162;27.3467;13.7779;0.1162;43.6803;13.6385;1.3243;130.8499
turkish;0.0000;0.6818;26.6576;14.2321;0.6136;43.5487;13.9935;0.2727;128.9437
turkish;0.0000;0.1456;25.7219;13.8559;0.0971;44.7950;15.0692;0.3155;133.4115
turkish;0.0222;0.6656;28.2671;12.7357;0.6656;44.5973;12.8467;0.1997;125.8476
turkish;0.0000;0.2361;26.4305;13.9873;0.2725;45.0500;13.9328;0.0908;130.3181
turkish;0.0213;0.5956;26.6539;14.0821;0.6594;43.9056;13.7205;0.3616;130.7163
turkish;0.0000;0.1005;25.5316;14.6660;0.1005;44.7514;14.6660;0.1842;131.7729
